0.019 pkt: 0 | received
9.182 ACK: 4183 | sent
9.182 pkt: 4159 | received
9.183 ACK: 4183 | sent
9.184 pkt: 4159 | received
9.184 ACK: 4183 | sent
9.186 pkt: 4159 | received
9.186 ACK: 4183 | sent
9.186 pkt: 4159 | received
9.186 ACK: 4183 | sent
9.187 pkt: 4159 | received
9.188 ACK: 4183 | sent
9.188 pkt: 4159 | received
9.188 ACK: 4183 | sent
9.189 pkt: 4191 | received
9.189 ACK: 4183 | sent
9.191 pkt: 4192 | received
9.192 ACK: 4183 | sent
9.192 pkt: 4193 | received
9.192 ACK: 4183 | sent
9.193 pkt: 4194 | received
9.193 ACK: 4183 | sent
9.194 pkt: 4195 | received
9.194 ACK: 4183 | sent
9.195 pkt: 4196 | received
9.195 ACK: 4183 | sent
9.196 pkt: 4197 | received
9.198 ACK: 4183 | sent
9.198 pkt: 4198 | received
9.198 ACK: 4183 | sent
9.199 pkt: 4199 | received
9.199 ACK: 4183 | sent
9.200 pkt: 4200 | received
9.200 ACK: 4183 | sent
9.201 pkt: 4201 | received
9.201 ACK: 4183 | sent
9.202 pkt: 4202 | received
9.202 ACK: 4183 | sent
9.205 pkt: 4203 | received
9.205 ACK: 4183 | sent
9.205 pkt: 4204 | received
9.205 ACK: 4183 | sent
9.206 pkt: 4205 | received
9.206 ACK: 4183 | sent
9.207 pkt: 4206 | received
9.207 ACK: 4183 | sent
9.208 pkt: 4207 | received
9.208 ACK: 4183 | sent
9.209 pkt: 4208 | received
9.209 ACK: 4183 | sent
9.219 pkt: 4209 | received
9.220 ACK: 4183 | sent
9.220 pkt: 4210 | received
9.220 ACK: 4183 | sent
9.221 pkt: 4211 | received
9.221 ACK: 4183 | sent
9.222 pkt: 4212 | received
9.222 ACK: 4183 | sent
9.274 pkt: 4213 | received
9.274 ACK: 4183 | sent
9.275 pkt: 4214 | received
9.275 ACK: 4183 | sent
9.275 pkt: 4184 | received
9.276 ACK: 4214 | sent
9.276 pkt: 4184 | received
9.276 ACK: 4214 | sent
9.276 pkt: 4184 | received
9.276 ACK: 4214 | sent
9.276 pkt: 4184 | received
9.276 ACK: 4214 | sent
9.283 pkt: 4184 | received
9.283 ACK: 4214 | sent
9.283 pkt: 4184 | received
9.283 ACK: 4214 | sent
9.284 pkt: 4184 | received
9.284 ACK: 4214 | sent
9.288 pkt: 4184 | received
9.288 ACK: 4214 | sent
9.289 pkt: 4184 | received
9.290 ACK: 4214 | sent
9.290 pkt: 4184 | received
9.290 ACK: 4214 | sent
9.291 pkt: 4184 | received
9.291 ACK: 4214 | sent
9.291 pkt: 4184 | received
9.291 ACK: 4214 | sent
9.291 pkt: 4184 | received
9.292 ACK: 4214 | sent
9.292 pkt: 4184 | received
9.292 ACK: 4214 | sent
9.292 pkt: 4184 | received
9.293 ACK: 4214 | sent
9.297 pkt: 4184 | received
9.299 ACK: 4214 | sent
9.300 pkt: 4184 | received
9.300 ACK: 4214 | sent
9.300 pkt: 4184 | received
9.300 ACK: 4214 | sent
9.303 pkt: 4216 | received
9.304 ACK: 4214 | sent
9.304 pkt: 4217 | received
9.304 ACK: 4214 | sent
9.306 pkt: 4218 | received
9.306 ACK: 4214 | sent
9.306 pkt: 4219 | received
9.306 ACK: 4214 | sent
9.306 pkt: 4220 | received
9.306 ACK: 4214 | sent
9.308 pkt: 4221 | received
9.308 ACK: 4214 | sent
9.311 pkt: 4222 | received
9.311 ACK: 4214 | sent
9.311 pkt: 4223 | received
9.312 ACK: 4214 | sent
9.314 pkt: 4224 | received
9.315 ACK: 4214 | sent
9.315 pkt: 4225 | received
9.315 ACK: 4214 | sent
9.316 pkt: 4227 | received
9.316 ACK: 4214 | sent
9.317 pkt: 4228 | received
9.317 ACK: 4214 | sent
9.317 pkt: 4229 | received
9.317 ACK: 4214 | sent
9.317 pkt: 4230 | received
9.317 ACK: 4214 | sent
9.318 pkt: 4231 | received
9.319 ACK: 4214 | sent
9.319 pkt: 4232 | received
9.319 ACK: 4214 | sent
9.320 pkt: 4233 | received
9.320 ACK: 4214 | sent
9.321 pkt: 4234 | received
9.322 ACK: 4214 | sent
9.323 pkt: 4236 | received
9.323 ACK: 4214 | sent
9.324 pkt: 4237 | received
9.324 ACK: 4214 | sent
9.325 pkt: 4238 | received
9.326 ACK: 4214 | sent
9.326 pkt: 4239 | received
9.326 ACK: 4214 | sent
9.327 pkt: 4240 | received
9.328 ACK: 4214 | sent
9.328 pkt: 4241 | received
9.328 ACK: 4214 | sent
9.330 pkt: 4242 | received
9.330 ACK: 4214 | sent
9.330 pkt: 4243 | received
9.330 ACK: 4214 | sent
9.332 pkt: 4244 | received
9.332 ACK: 4214 | sent
9.333 pkt: 4245 | received
9.333 ACK: 4214 | sent
9.334 pkt: 4246 | received
9.334 ACK: 4214 | sent
9.335 pkt: 4215 | received
9.335 ACK: 4225 | sent
9.337 pkt: 4215 | received
9.338 ACK: 4225 | sent
9.338 pkt: 4215 | received
9.338 ACK: 4225 | sent
9.339 pkt: 4215 | received
9.339 ACK: 4225 | sent
9.339 pkt: 4215 | received
9.340 ACK: 4225 | sent
9.341 pkt: 4215 | received
9.341 ACK: 4225 | sent
9.342 pkt: 4215 | received
9.343 ACK: 4225 | sent
9.343 pkt: 4215 | received
9.343 ACK: 4225 | sent
9.345 pkt: 4215 | received
9.345 ACK: 4225 | sent
9.345 pkt: 4215 | received
9.346 ACK: 4225 | sent
9.346 pkt: 4215 | received
9.346 ACK: 4225 | sent
9.347 pkt: 4215 | received
9.347 ACK: 4225 | sent
9.349 pkt: 4215 | received
9.350 ACK: 4225 | sent
9.350 pkt: 4215 | received
9.350 ACK: 4225 | sent
9.351 pkt: 4215 | received
9.351 ACK: 4225 | sent
9.352 pkt: 4215 | received
9.353 ACK: 4225 | sent
9.353 pkt: 4215 | received
9.353 ACK: 4225 | sent
9.354 pkt: 4215 | received
9.354 ACK: 4225 | sent
9.356 pkt: 4215 | received
9.356 ACK: 4225 | sent
9.357 pkt: 4215 | received
9.357 ACK: 4225 | sent
9.358 pkt: 4215 | received
9.358 ACK: 4225 | sent
9.359 pkt: 4248 | received
9.359 ACK: 4225 | sent
9.360 pkt: 4249 | received
9.360 ACK: 4225 | sent
9.362 pkt: 4250 | received
9.362 ACK: 4225 | sent
9.362 pkt: 4251 | received
9.362 ACK: 4225 | sent
9.364 pkt: 4252 | received
9.364 ACK: 4225 | sent
9.365 pkt: 4253 | received
9.365 ACK: 4225 | sent
9.366 pkt: 4254 | received
9.366 ACK: 4225 | sent
9.367 pkt: 4255 | received
9.367 ACK: 4225 | sent
9.368 pkt: 4256 | received
9.368 ACK: 4225 | sent
9.369 pkt: 4257 | received
9.370 ACK: 4225 | sent
9.370 pkt: 4226 | received
9.370 ACK: 4234 | sent
9.371 pkt: 4226 | received
9.371 ACK: 4234 | sent
9.373 pkt: 4226 | received
9.373 ACK: 4234 | sent
9.374 pkt: 4226 | received
9.374 ACK: 4234 | sent
9.375 pkt: 4226 | received
9.375 ACK: 4234 | sent
9.376 pkt: 4226 | received
9.376 ACK: 4234 | sent
9.377 pkt: 4226 | received
9.377 ACK: 4234 | sent
9.378 pkt: 4226 | received
9.379 ACK: 4234 | sent
9.380 pkt: 4226 | received
9.380 ACK: 4234 | sent
9.381 pkt: 4226 | received
9.381 ACK: 4234 | sent
9.382 pkt: 4226 | received
9.382 ACK: 4234 | sent
9.383 pkt: 4226 | received
9.383 ACK: 4234 | sent
9.385 pkt: 4226 | received
9.386 ACK: 4234 | sent
9.387 pkt: 4226 | received
9.388 ACK: 4234 | sent
9.391 pkt: 4226 | received
9.391 ACK: 4234 | sent
9.392 pkt: 4258 | received
9.392 ACK: 4234 | sent
9.392 pkt: 4259 | received
9.392 ACK: 4234 | sent
9.394 pkt: 4260 | received
9.394 ACK: 4234 | sent
9.395 pkt: 4261 | received
9.395 ACK: 4234 | sent
9.396 pkt: 4262 | received
9.396 ACK: 4234 | sent
9.397 pkt: 4263 | received
9.397 ACK: 4234 | sent
9.398 pkt: 4264 | received
9.398 ACK: 4234 | sent
9.400 pkt: 4265 | received
9.400 ACK: 4234 | sent
9.401 pkt: 4266 | received
9.401 ACK: 4234 | sent
9.402 pkt: 4235 | received
9.402 ACK: 4246 | sent
9.403 pkt: 4235 | received
9.403 ACK: 4246 | sent
9.404 pkt: 4235 | received
9.404 ACK: 4246 | sent
9.406 pkt: 4235 | received
9.406 ACK: 4246 | sent
9.406 pkt: 4235 | received
9.406 ACK: 4246 | sent
9.408 pkt: 4235 | received
9.408 ACK: 4246 | sent
9.412 pkt: 4235 | received
9.413 ACK: 4246 | sent
9.413 pkt: 4235 | received
9.413 ACK: 4246 | sent
9.416 pkt: 4235 | received
9.416 ACK: 4246 | sent
9.418 pkt: 4235 | received
9.418 ACK: 4246 | sent
9.421 pkt: 4235 | received
9.421 ACK: 4246 | sent
9.423 pkt: 4267 | received
9.424 ACK: 4246 | sent
9.424 pkt: 4268 | received
9.424 ACK: 4246 | sent
9.424 pkt: 4269 | received
9.424 ACK: 4246 | sent
9.426 pkt: 4270 | received
9.426 ACK: 4246 | sent
9.427 pkt: 4271 | received
9.427 ACK: 4246 | sent
9.428 pkt: 4272 | received
9.428 ACK: 4246 | sent
9.429 pkt: 4273 | received
9.429 ACK: 4246 | sent
9.430 pkt: 4274 | received
9.430 ACK: 4246 | sent
9.432 pkt: 4275 | received
9.432 ACK: 4246 | sent
9.432 pkt: 4276 | received
9.432 ACK: 4246 | sent
9.434 pkt: 4277 | received
9.434 ACK: 4246 | sent
9.435 pkt: 4278 | received
9.435 ACK: 4246 | sent
9.436 pkt: 4247 | received
9.436 ACK: 4278 | sent
9.437 pkt: 4247 | received
9.437 ACK: 4278 | sent
9.439 pkt: 4247 | received
9.439 ACK: 4278 | sent
9.439 pkt: 4247 | received
9.440 ACK: 4278 | sent
9.443 pkt: 4247 | received
9.443 ACK: 4278 | sent
9.445 pkt: 4247 | received
9.445 ACK: 4278 | sent
9.447 pkt: 4247 | received
9.447 ACK: 4278 | sent
9.450 pkt: 4247 | received
9.450 ACK: 4278 | sent
9.454 pkt: 4247 | received
9.454 ACK: 4278 | sent
9.454 pkt: 4247 | received
9.454 ACK: 4278 | sent
9.456 pkt: 4247 | received
9.456 ACK: 4278 | sent
9.458 pkt: 4279 | received
9.458 ACK: 4279 | sent
9.458 pkt: 4280 | received
9.458 ACK: 4280 | sent
9.460 pkt: 4281 | received
9.461 ACK: 4281 | sent
9.461 pkt: 4282 | received
9.461 ACK: 4282 | sent
9.462 pkt: 4283 | received
9.462 ACK: 4283 | sent
9.464 pkt: 4284 | received
9.464 ACK: 4284 | sent
9.464 pkt: 4285 | received
9.464 ACK: 4285 | sent
9.466 pkt: 4286 | received
9.466 ACK: 4286 | sent
9.467 pkt: 4287 | received
9.467 ACK: 4287 | sent
9.468 pkt: 4288 | received
9.468 ACK: 4288 | sent
9.469 pkt: 4289 | received
9.469 ACK: 4289 | sent
9.470 pkt: 4290 | received
9.470 ACK: 4290 | sent
9.471 pkt: 4291 | received
9.471 ACK: 4291 | sent
9.472 pkt: 4292 | received
9.472 ACK: 4292 | sent
9.474 pkt: 4293 | received
9.474 ACK: 4293 | sent
9.475 pkt: 4294 | received
9.475 ACK: 4294 | sent
9.476 pkt: 4295 | received
9.476 ACK: 4295 | sent
9.477 pkt: 4296 | received
9.477 ACK: 4296 | sent
9.478 pkt: 4297 | received
9.478 ACK: 4297 | sent
9.479 pkt: 4298 | received
9.479 ACK: 4298 | sent
9.481 pkt: 4299 | received
9.481 ACK: 4299 | sent
9.481 pkt: 4300 | received
9.481 ACK: 4300 | sent
9.483 pkt: 4301 | received
9.483 ACK: 4301 | sent
9.483 pkt: 4302 | received
9.484 ACK: 4302 | sent
9.485 pkt: 4303 | received
9.485 ACK: 4303 | sent
9.499 pkt: 4304 | received
9.499 ACK: 4304 | sent
9.499 pkt: 4305 | received
9.499 ACK: 4305 | sent
9.500 pkt: 4306 | received
9.500 ACK: 4306 | sent
9.502 pkt: 4307 | received
9.502 ACK: 4307 | sent
9.502 pkt: 4308 | received
9.502 ACK: 4308 | sent
9.503 pkt: 4309 | received
9.503 ACK: 4309 | sent
9.504 pkt: 4310 | received
9.504 ACK: 4310 | sent
9.505 pkt: 4279 | received
9.505 ACK: 4310 | sent
9.507 pkt: 4279 | received
9.507 ACK: 4310 | sent
9.508 pkt: 4279 | received
9.508 ACK: 4310 | sent
9.509 pkt: 4279 | received
9.509 ACK: 4310 | sent
9.510 pkt: 4279 | received
9.510 ACK: 4310 | sent
9.511 pkt: 4311 | received
9.511 ACK: 4311 | sent
9.512 pkt: 4312 | received
9.512 ACK: 4312 | sent
9.514 pkt: 4313 | received
9.514 ACK: 4313 | sent
9.515 pkt: 4314 | received
9.515 ACK: 4314 | sent
9.516 pkt: 4315 | received
9.516 ACK: 4315 | sent
9.517 pkt: 4316 | received
9.517 ACK: 4316 | sent
9.518 pkt: 4317 | received
9.518 ACK: 4317 | sent
9.520 pkt: 4319 | received
9.520 ACK: 4317 | sent
9.520 pkt: 4320 | received
9.520 ACK: 4317 | sent
9.522 pkt: 4321 | received
9.523 ACK: 4317 | sent
9.523 pkt: 4322 | received
9.524 ACK: 4317 | sent
9.524 pkt: 4323 | received
9.524 ACK: 4317 | sent
9.525 pkt: 4324 | received
9.525 ACK: 4317 | sent
9.526 pkt: 4325 | received
9.526 ACK: 4317 | sent
9.527 pkt: 4326 | received
9.527 ACK: 4317 | sent
9.537 pkt: 4327 | received
9.537 ACK: 4317 | sent
9.537 pkt: 4328 | received
9.537 ACK: 4317 | sent
9.538 pkt: 4329 | received
9.538 ACK: 4317 | sent
9.540 pkt: 4330 | received
9.540 ACK: 4317 | sent
9.541 pkt: 4331 | received
9.541 ACK: 4317 | sent
9.547 pkt: 4332 | received
9.548 ACK: 4317 | sent
9.548 pkt: 4333 | received
9.548 ACK: 4317 | sent
9.548 pkt: 4334 | received
9.549 ACK: 4317 | sent
9.555 pkt: 4335 | received
9.555 ACK: 4317 | sent
9.555 pkt: 4336 | received
9.555 ACK: 4317 | sent
9.556 pkt: 4337 | received
9.556 ACK: 4317 | sent
9.558 pkt: 4338 | received
9.558 ACK: 4317 | sent
9.558 pkt: 4339 | received
9.559 ACK: 4317 | sent
9.560 pkt: 4340 | received
9.560 ACK: 4317 | sent
9.561 pkt: 4341 | received
9.561 ACK: 4317 | sent
9.562 pkt: 4342 | received
9.562 ACK: 4317 | sent
9.571 pkt: 4311 | received
9.571 ACK: 4317 | sent
9.571 pkt: 4311 | received
9.571 ACK: 4317 | sent
9.572 pkt: 4344 | received
9.572 ACK: 4317 | sent
9.573 pkt: 4345 | received
9.573 ACK: 4317 | sent
9.574 pkt: 4346 | received
9.574 ACK: 4317 | sent
9.581 pkt: 4347 | received
9.581 ACK: 4317 | sent
9.581 pkt: 4348 | received
9.581 ACK: 4317 | sent
9.582 pkt: 4349 | received
9.582 ACK: 4317 | sent
9.583 pkt: 4318 | received
9.583 ACK: 4342 | sent
9.630 pkt: 4318 | received
9.630 ACK: 4342 | sent
9.631 pkt: 4318 | received
9.631 ACK: 4342 | sent
9.636 pkt: 4318 | received
9.637 ACK: 4342 | sent
9.637 pkt: 4318 | received
9.638 ACK: 4342 | sent
9.638 pkt: 4318 | received
9.642 ACK: 4342 | sent
9.643 pkt: 4318 | received
9.643 ACK: 4342 | sent
9.644 pkt: 4318 | received
9.644 ACK: 4342 | sent
9.645 pkt: 4318 | received
9.645 ACK: 4342 | sent
9.646 pkt: 4318 | received
9.646 ACK: 4342 | sent
9.647 pkt: 4318 | received
9.648 ACK: 4342 | sent
9.650 pkt: 4318 | received
9.650 ACK: 4342 | sent
9.651 pkt: 4318 | received
9.651 ACK: 4342 | sent
9.654 pkt: 4318 | received
9.656 ACK: 4342 | sent
9.657 pkt: 4350 | received
9.659 ACK: 4342 | sent
9.660 pkt: 4351 | received
9.660 ACK: 4342 | sent
9.660 pkt: 4352 | received
9.661 ACK: 4342 | sent
9.663 pkt: 4353 | received
9.665 ACK: 4342 | sent
9.666 pkt: 4354 | received
9.667 ACK: 4342 | sent
9.667 pkt: 4355 | received
9.667 ACK: 4342 | sent
9.667 pkt: 4356 | received
9.667 ACK: 4342 | sent
9.667 pkt: 4357 | received
9.667 ACK: 4342 | sent
9.667 pkt: 4358 | received
9.667 ACK: 4342 | sent
9.667 pkt: 4359 | received
9.668 ACK: 4342 | sent
9.668 pkt: 4360 | received
9.668 ACK: 4342 | sent
9.669 pkt: 4361 | received
9.669 ACK: 4342 | sent
9.671 pkt: 4362 | received
9.672 ACK: 4342 | sent
9.672 pkt: 4363 | received
9.672 ACK: 4342 | sent
9.675 pkt: 4364 | received
9.676 ACK: 4342 | sent
9.676 pkt: 4365 | received
9.676 ACK: 4342 | sent
9.676 pkt: 4366 | received
9.676 ACK: 4342 | sent
9.676 pkt: 4367 | received
9.676 ACK: 4342 | sent
9.679 pkt: 4368 | received
9.680 ACK: 4342 | sent
9.680 pkt: 4369 | received
9.680 ACK: 4342 | sent
9.680 pkt: 4370 | received
9.680 ACK: 4342 | sent
9.680 pkt: 4371 | received
9.681 ACK: 4342 | sent
9.682 pkt: 4372 | received
9.682 ACK: 4342 | sent
9.682 pkt: 4373 | received
9.682 ACK: 4342 | sent
9.683 pkt: 4374 | received
9.683 ACK: 4342 | sent
9.684 pkt: 4343 | received
9.684 ACK: 4374 | sent
9.686 pkt: 4343 | received
9.686 ACK: 4374 | sent
9.687 pkt: 4343 | received
9.687 ACK: 4374 | sent
9.687 pkt: 4343 | received
9.688 ACK: 4374 | sent
9.689 pkt: 4343 | received
9.689 ACK: 4374 | sent
9.691 pkt: 4343 | received
9.691 ACK: 4374 | sent
9.691 pkt: 4343 | received
9.691 ACK: 4374 | sent
9.692 pkt: 4343 | received
9.694 ACK: 4374 | sent
9.694 pkt: 4343 | received
9.694 ACK: 4374 | sent
9.695 pkt: 4343 | received
9.695 ACK: 4374 | sent
9.696 pkt: 4343 | received
9.696 ACK: 4374 | sent
9.701 pkt: 4343 | received
9.701 ACK: 4374 | sent
9.701 pkt: 4343 | received
9.701 ACK: 4374 | sent
9.701 pkt: 4343 | received
9.701 ACK: 4374 | sent
9.704 pkt: 4343 | received
9.704 ACK: 4374 | sent
9.704 pkt: 4343 | received
9.704 ACK: 4374 | sent
9.704 pkt: 4343 | received
9.704 ACK: 4374 | sent
9.705 pkt: 4375 | received
9.705 ACK: 4375 | sent
9.706 pkt: 4376 | received
9.706 ACK: 4376 | sent
9.707 pkt: 4377 | received
9.707 ACK: 4377 | sent
9.708 pkt: 4378 | received
9.708 ACK: 4378 | sent
9.709 pkt: 4379 | received
9.709 ACK: 4379 | sent
9.711 pkt: 4380 | received
9.711 ACK: 4380 | sent
9.712 pkt: 4381 | received
9.712 ACK: 4381 | sent
9.714 pkt: 4382 | received
9.714 ACK: 4382 | sent
9.714 pkt: 4383 | received
9.714 ACK: 4383 | sent
9.715 pkt: 4384 | received
9.715 ACK: 4384 | sent
9.716 pkt: 4385 | received
9.717 ACK: 4385 | sent
9.717 pkt: 4386 | received
9.717 ACK: 4386 | sent
9.719 pkt: 4387 | received
9.719 ACK: 4387 | sent
9.720 pkt: 4388 | received
9.720 ACK: 4388 | sent
9.721 pkt: 4389 | received
9.721 ACK: 4389 | sent
9.722 pkt: 4390 | received
9.722 ACK: 4390 | sent
9.724 pkt: 4391 | received
9.724 ACK: 4391 | sent
9.724 pkt: 4392 | received
9.724 ACK: 4392 | sent
9.726 pkt: 4393 | received
9.726 ACK: 4393 | sent
9.727 pkt: 4394 | received
9.727 ACK: 4394 | sent
9.727 pkt: 4395 | received
9.728 ACK: 4395 | sent
9.729 pkt: 4396 | received
9.729 ACK: 4396 | sent
9.731 pkt: 4397 | received
9.731 ACK: 4397 | sent
9.731 pkt: 4398 | received
9.731 ACK: 4398 | sent
9.733 pkt: 4399 | received
9.733 ACK: 4399 | sent
9.734 pkt: 4400 | received
9.734 ACK: 4400 | sent
9.735 pkt: 4401 | received
9.735 ACK: 4401 | sent
9.737 pkt: 4402 | received
9.737 ACK: 4402 | sent
9.737 pkt: 4403 | received
9.737 ACK: 4403 | sent
9.738 pkt: 4404 | received
9.738 ACK: 4404 | sent
9.740 pkt: 4405 | received
9.740 ACK: 4405 | sent
9.740 pkt: 4406 | received
9.740 ACK: 4406 | sent
9.742 pkt: 4375 | received
9.742 ACK: 4406 | sent
9.743 pkt: 4375 | received
9.743 ACK: 4406 | sent
9.744 pkt: 4375 | received
9.744 ACK: 4406 | sent
9.745 pkt: 4375 | received
9.745 ACK: 4406 | sent
9.747 pkt: 4375 | received
9.747 ACK: 4406 | sent
9.748 pkt: 4375 | received
9.748 ACK: 4406 | sent
9.749 pkt: 4375 | received
9.749 ACK: 4406 | sent
9.749 pkt: 4407 | received
9.750 ACK: 4407 | sent
9.751 pkt: 4408 | received
9.751 ACK: 4408 | sent
9.752 pkt: 4409 | received
9.752 ACK: 4409 | sent
9.753 pkt: 4410 | received
9.753 ACK: 4410 | sent
9.754 pkt: 4411 | received
9.754 ACK: 4411 | sent
9.756 pkt: 4412 | received
9.756 ACK: 4412 | sent
9.757 pkt: 4413 | received
9.757 ACK: 4413 | sent
9.758 pkt: 4414 | received
9.758 ACK: 4414 | sent
9.759 pkt: 4415 | received
9.759 ACK: 4415 | sent
9.760 pkt: 4416 | received
9.760 ACK: 4416 | sent
9.761 pkt: 4417 | received
9.761 ACK: 4417 | sent
9.763 pkt: 4418 | received
9.763 ACK: 4418 | sent
9.764 pkt: 4419 | received
9.764 ACK: 4419 | sent
9.765 pkt: 4420 | received
9.765 ACK: 4420 | sent
9.766 pkt: 4421 | received
9.766 ACK: 4421 | sent
9.768 pkt: 4422 | received
9.768 ACK: 4422 | sent
9.768 pkt: 4423 | received
9.768 ACK: 4423 | sent
9.770 pkt: 4424 | received
9.770 ACK: 4424 | sent
9.770 pkt: 4425 | received
9.771 ACK: 4425 | sent
9.772 pkt: 4426 | received
9.772 ACK: 4426 | sent
9.772 pkt: 4427 | received
9.773 ACK: 4427 | sent
9.774 pkt: 4428 | received
9.774 ACK: 4428 | sent
9.776 pkt: 4429 | received
9.776 ACK: 4429 | sent
9.776 pkt: 4430 | received
9.776 ACK: 4430 | sent
9.778 pkt: 4431 | received
9.779 ACK: 4431 | sent
9.779 pkt: 4432 | received
9.779 ACK: 4432 | sent
9.780 pkt: 4433 | received
9.780 ACK: 4433 | sent
9.781 pkt: 4434 | received
9.781 ACK: 4434 | sent
9.782 pkt: 4436 | received
9.782 ACK: 4434 | sent
9.783 pkt: 4437 | received
9.783 ACK: 4434 | sent
9.784 pkt: 4438 | received
9.784 ACK: 4434 | sent
9.785 pkt: 4407 | received
9.785 ACK: 4434 | sent
9.787 pkt: 4407 | received
9.787 ACK: 4434 | sent
9.788 pkt: 4407 | received
9.788 ACK: 4434 | sent
9.789 pkt: 4439 | received
9.789 ACK: 4434 | sent
9.790 pkt: 4440 | received
9.790 ACK: 4434 | sent
9.791 pkt: 4441 | received
9.791 ACK: 4434 | sent
9.792 pkt: 4442 | received
9.792 ACK: 4434 | sent
9.794 pkt: 4443 | received
9.794 ACK: 4434 | sent
9.795 pkt: 4444 | received
9.795 ACK: 4434 | sent
9.796 pkt: 4445 | received
9.796 ACK: 4434 | sent
9.797 pkt: 4446 | received
9.797 ACK: 4434 | sent
9.798 pkt: 4447 | received
9.798 ACK: 4434 | sent
9.800 pkt: 4448 | received
9.800 ACK: 4434 | sent
9.801 pkt: 4449 | received
9.801 ACK: 4434 | sent
9.802 pkt: 4450 | received
9.802 ACK: 4434 | sent
9.802 pkt: 4451 | received
9.802 ACK: 4434 | sent
9.804 pkt: 4452 | received
9.804 ACK: 4434 | sent
9.805 pkt: 4453 | received
9.805 ACK: 4434 | sent
9.807 pkt: 4454 | received
9.807 ACK: 4434 | sent
9.808 pkt: 4455 | received
9.808 ACK: 4434 | sent
9.808 pkt: 4456 | received
9.808 ACK: 4434 | sent
9.809 pkt: 4457 | received
9.810 ACK: 4434 | sent
9.811 pkt: 4458 | received
9.811 ACK: 4434 | sent
9.812 pkt: 4459 | received
9.812 ACK: 4434 | sent
9.813 pkt: 4460 | received
9.813 ACK: 4434 | sent
9.815 pkt: 4461 | received
9.815 ACK: 4434 | sent
9.815 pkt: 4462 | received
9.815 ACK: 4434 | sent
9.816 pkt: 4463 | received
9.816 ACK: 4434 | sent
9.818 pkt: 4464 | received
9.818 ACK: 4434 | sent
9.819 pkt: 4465 | received
9.819 ACK: 4434 | sent
9.820 pkt: 4466 | received
9.820 ACK: 4434 | sent
9.821 pkt: 4435 | received
9.821 ACK: 4466 | sent
9.822 pkt: 4435 | received
9.822 ACK: 4466 | sent
9.824 pkt: 4435 | received
9.824 ACK: 4466 | sent
9.825 pkt: 4435 | received
9.826 ACK: 4466 | sent
9.826 pkt: 4435 | received
9.826 ACK: 4466 | sent
9.827 pkt: 4435 | received
9.827 ACK: 4466 | sent
9.828 pkt: 4435 | received
9.828 ACK: 4466 | sent
9.829 pkt: 4435 | received
9.829 ACK: 4466 | sent
9.830 pkt: 4435 | received
9.830 ACK: 4466 | sent
9.834 pkt: 4435 | received
9.834 ACK: 4466 | sent
9.834 pkt: 4435 | received
9.834 ACK: 4466 | sent
9.834 pkt: 4435 | received
9.834 ACK: 4466 | sent
9.837 pkt: 4435 | received
9.837 ACK: 4466 | sent
9.837 pkt: 4435 | received
9.837 ACK: 4466 | sent
9.838 pkt: 4435 | received
9.838 ACK: 4466 | sent
9.839 pkt: 4435 | received
9.839 ACK: 4466 | sent
9.841 pkt: 4435 | received
9.841 ACK: 4466 | sent
9.842 pkt: 4467 | received
9.843 ACK: 4467 | sent
9.843 pkt: 4468 | received
9.843 ACK: 4468 | sent
9.844 pkt: 4469 | received
9.844 ACK: 4469 | sent
9.845 pkt: 4470 | received
9.845 ACK: 4470 | sent
9.846 pkt: 4471 | received
9.846 ACK: 4471 | sent
9.849 pkt: 4472 | received
9.849 ACK: 4472 | sent
9.849 pkt: 4473 | received
9.849 ACK: 4473 | sent
9.850 pkt: 4474 | received
9.850 ACK: 4474 | sent
9.851 pkt: 4475 | received
9.851 ACK: 4475 | sent
9.852 pkt: 4476 | received
9.852 ACK: 4476 | sent
9.854 pkt: 4477 | received
9.855 ACK: 4477 | sent
9.855 pkt: 4478 | received
9.855 ACK: 4478 | sent
9.855 pkt: 4479 | received
9.856 ACK: 4479 | sent
9.857 pkt: 4480 | received
9.857 ACK: 4480 | sent
9.857 pkt: 4481 | received
9.858 ACK: 4481 | sent
9.859 pkt: 4482 | received
9.859 ACK: 4482 | sent
9.860 pkt: 4483 | received
9.860 ACK: 4483 | sent
9.863 pkt: 4484 | received
9.863 ACK: 4484 | sent
9.864 pkt: 4485 | received
9.864 ACK: 4485 | sent
9.864 pkt: 4486 | received
9.864 ACK: 4486 | sent
9.865 pkt: 4487 | received
9.865 ACK: 4487 | sent
9.866 pkt: 4488 | received
9.866 ACK: 4488 | sent
9.867 pkt: 4489 | received
9.868 ACK: 4489 | sent
9.868 pkt: 4490 | received
9.868 ACK: 4490 | sent
9.869 pkt: 4491 | received
9.869 ACK: 4491 | sent
9.871 pkt: 4492 | received
9.871 ACK: 4492 | sent
9.872 pkt: 4493 | received
9.872 ACK: 4493 | sent
9.873 pkt: 4495 | received
9.873 ACK: 4493 | sent
9.874 pkt: 4496 | received
9.874 ACK: 4493 | sent
9.875 pkt: 4497 | received
9.875 ACK: 4493 | sent
9.876 pkt: 4498 | received
9.876 ACK: 4493 | sent
9.877 pkt: 4467 | received
9.877 ACK: 4493 | sent
9.879 pkt: 4467 | received
